age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, Income-category
43, Private,85995, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private,343579, 1st-4th,2, Married-spouse-abs, Farming-fishing, Not-in-family, White, Male,0,0,12, Mexico, <=50K
25, Private,169124, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
23, Private,334357, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
46, Private,102388, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
49, Private,247892, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,30, United-States, <=50K
25, Private,236564, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private,67339, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7688,0,40, United-States, >50K
23, Private,125106, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private,159550, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
78, Private,180239, Masters,14, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, South, <=50K
25, ?,344719, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,4, United-States, <=50K
64, Private,316627, 5th-6th,3, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Local-gov,185769, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
59, Private,243226, 10th,6, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private,149823, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Local-gov,230885, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
55, Private,249072, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
23, Private,202989, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Canada, <=50K
56, Private,164332, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,15, United-States, <=50K
33, Private,598802, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
34, Federal-gov,189944, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,72, United-States, <=50K
62, Local-gov,167889, Doctorate,16, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, Iran, <=50K
17, Private,270942, 5th-6th,3, Never-married, Other-service, Other-relative, White, Male,0,0,48, Mexico, <=50K
49, Private,114797, Bachelors,13, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
48, Private,145041, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, Dominican-Republic, <=50K
68, ?,38317, 1st-4th,2, Divorced, ?, Not-in-family, White, Female,0,0,20, United-States, <=50K
26, Local-gov,150226, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
47, Private,275361, Assoc-acdm,12, Widowed, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
60, Self-emp-not-inc,184362, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,25, United-States, <=50K
27, Self-emp-not-inc,37302, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, White, Male,7688,0,70, United-States, >50K
35, Private,178322, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
28, Local-gov,84657, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Self-emp-inc,33729, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
43, Private,26915, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
25, Private,173062, Bachelors,13, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,40, United-States, <=50K
36, Private,185405, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
41, Private,63596, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,32, United-States, >50K
30, Private,78530, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, ?,166425, Some-college,10, Widowed, ?, Not-in-family, Black, Female,0,0,24, United-States, <=50K
52, Self-emp-not-inc,135339, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, ?, >50K
27, Self-emp-not-inc,208577, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
37, Private,126954, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
32, State-gov,230224, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
63, Self-emp-not-inc,52144, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
59, ?,220783, 10th,6, Widowed, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private,129836, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,10, United-States, <=50K
24, Private,130741, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private,156822, 10th,6, Never-married, Sales, Not-in-family, White, Female,0,1762,25, United-States, <=50K
23, Local-gov,129232, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private,154087, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,66309, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
54, Self-emp-not-inc,179704, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
41, Private,324629, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Yugoslavia, <=50K
21, Private,145964, 12th,8, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private,202115, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,25, United-States, <=50K
32, Self-emp-not-inc,134727, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
51, Local-gov,108435, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, >50K
18, Private,83492, 7th-8th,4, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private,322691, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
81, State-gov,132204, 1st-4th,2, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
26, Federal-gov,352768, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private,113504, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Local-gov,476599, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private,206891, 7th-8th,4, Never-married, Farming-fishing, Own-child, White, Female,0,0,38, United-States, <=50K
35, Private,181020, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,60, United-States, <=50K
45, Private,34248, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
32, Private,204374, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private,174189, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
40, Private,214242, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
58, Private,95835, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,36, United-States, <=50K
24, Private,207940, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
41, Private,204662, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
22, Private,112137, Some-college,10, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,20, South, <=50K
19, Private,560804, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
55, Private,201112, HS-grad,9, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
44, Private,106900, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States, >50K
35, Private,292185, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,29933, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
44, Self-emp-inc,311357, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
22, Private,229456, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,38, United-States, <=50K
33, Private,154981, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1902,50, United-States, >50K
28, Private,31778, Bachelors,13, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
67, Private,233022, 11th,7, Widowed, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
27, Private,194472, HS-grad,9, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,60, United-States, <=50K
60, Private,184242, HS-grad,9, Married-spouse-abs, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
40, Local-gov,147372, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,2444,40, United-States, >50K
60, Private,227332, Assoc-voc,11, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Local-gov,365430, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Canada, >50K
49, Self-emp-not-inc,102318, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,25, United-States, <=50K
38, Private,69306, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private,138192, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Private,109112, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
41, Federal-gov,186601, HS-grad,9, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
69, Private,76939, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, State-gov,194682, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
45, Federal-gov,56904, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,5013,0,45, United-States, <=50K
41, Private,106627, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,50, United-States, <=50K
32, Private,27856, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Self-emp-inc,244605, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
18, Private,57957, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
22, Private,351381, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private,81487, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,625,40, United-States, <=50K
39, Private,29814, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
56, Private,183884, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23, Private,70919, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private,116677, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, ?,387839, HS-grad,9, Never-married, ?, Other-relative, White, Female,0,0,40, United-States, <=50K
45, Local-gov,148254, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
59, Self-emp-not-inc,81107, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,80, United-States, >50K
39, State-gov,343646, Bachelors,13, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, Mexico, >50K
25, Private,189219, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc,274683, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,7688,0,50, United-States, >50K
27, Private,132686, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K
40, Private,199900, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,55, United-States, >50K
24, Private,308205, 7th-8th,4, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico, <=50K
63, Self-emp-not-inc,391121, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
59, Federal-gov,293971, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
29, Self-emp-not-inc,85572, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,0,0,5, United-States, <=50K
40, Private,242521, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
67, Self-emp-inc,182581, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,20051,0,20, United-States, >50K
53, Private,142411, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
35, State-gov,140752, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private,120277, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Private,143653, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
44, Self-emp-not-inc,274562, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,14344,0,40, United-States, >50K
24, Private,202570, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Male,0,0,15, United-States, <=50K
20, Private,107658, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,10, Canada, <=50K
22, Private,298227, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,35, United-States, <=50K
58, Self-emp-not-inc,203039, 9th,5, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, State-gov,38251, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private,263552, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private,256671, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
24, ?,267955, 9th,5, Never-married, ?, Own-child, White, Female,0,0,20, United-States, <=50K
50, Private,46155, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
43, Federal-gov,92775, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Self-emp-inc,190541, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,47, United-States, <=50K
35, Private,261646, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,55, United-States, <=50K
40, Private,139193, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
